Geo Point;Geo Shape;ID;Nom de la commune;Commune;Code INSEE;Statut;Population;Arrondissement INSEE;Département;Code INSEE Département;Région;Code INSEE Région;Code EPCI;Nom de l'EPCI
46.9502402742,1.72934487326;"{""type"": ""Polygon"", ""coordinates"": [[[1.760526641015921, 46.990747483179305], [1.7640157861582222, 46.979794871545], [1.764624082738349, 46.97718556353646], [1.76626142186642, 46.968914380871304], [1.7665997466036112, 46.96763484639471], [1.766887297985828, 46.96396765111847], [1.767999733416541, 46.95405556511836], [1.76283712364401, 46.937087755403184], [1.759429737054323, 46.933869780343166], [1.756138851129315, 46.925432023090146], [1.751770242237572, 46.91470786984598], [1.747262424564091, 46.90428274447372], [1.747135403496665, 46.90364022200411], [1.7404646353035962, 46.90427705935081], [1.727249261117652, 46.90569595166547], [1.715212504118533, 46.91350280731953], [1.710845478766817, 46.91649315929422], [1.709874031437784, 46.91705589416797], [1.7059605963707072, 46.91880577427107], [1.704375099379075, 46.919651521711906], [1.702890361875389, 46.92084236632714], [1.702598174871349, 46.921243393870704], [1.697254179373549, 46.93221761448499], [1.6971641549176342, 46.932298540699115], [1.697054304537962, 46.932274786958445], [1.691239967890074, 46.93776398191752], [1.689532655417667, 46.94165086836826], [1.682542534450275, 46.94966741095665], [1.683827269019992, 46.95339475459289], [1.683794247088585, 46.953562766951016], [1.686956553042461, 46.95953745984879], [1.690707452366303, 46.966058113536704], [1.69378093967375, 46.97114280652104], [1.694924763626311, 46.97291347173053], [1.696590182251406, 46.97520688780815], [1.69718163302536, 46.97561247685441], [1.699981836458696, 46.97717396325239], [1.7006054157803692, 46.97761321332345], [1.710542780792047, 46.98218021860079], [1.718748507244427, 46.98720347060978], [1.726940085428229, 46.987753377590366], [1.732396542358754, 46.98839424750192], [1.750810310116612, 46.9906021841895], [1.750825602415786, 46.99068068928974], [1.752715685897267, 46.9908929320898], [1.760526641015921, 46.990747483179305]]]}";COMMUNE_0000000009747539;Brion;BRION;36026;Commune simple;556;2;INDRE;36;CENTRE-VAL DE LOIRE;24;243600293;CC de la Région de Levroux
47.1574710972,0.176510013937;"{""type"": ""Polygon"", ""coordinates"": [[[0.193273117361402, 47.143754726295754], [0.19085152288112703, 47.14400854825886], [0.188514423542152, 47.14342746943477], [0.18737024737316402, 47.142784364803966], [0.186474006179444, 47.1421472784731], [0.18473698494114, 47.141101451536876], [0.18389322858383603, 47.14067372136008], [0.18284542089424502, 47.1399320172684], [0.18047863468097503, 47.13929239018535], [0.17959859401018702, 47.14023937196318], [0.18057868018178502, 47.14189564017333], [0.177707472807304, 47.14175986193124], [0.177501945917473, 47.14396828602618], [0.17368027927614502, 47.1441785742238], [0.17046693557828901, 47.143892822585386], [0.16360070829901702, 47.14289406813484], [0.15874985151554302, 47.148171282257415], [0.158367872357069, 47.149504206413056], [0.15838364337575, 47.15008115438332], [0.158265051248475, 47.15050165324113], [0.15819816027399902, 47.15261977019931], [0.15832099005320802, 47.15299484836363], [0.157284584355495, 47.1531396549455], [0.156761087620769, 47.15329976007511], [0.15573409435503402, 47.15424115842309], [0.15443538685753702, 47.15455065848128], [0.152835629199043, 47.15518335853135], [0.15453700489677302, 47.15615131100729], [0.15532355661680802, 47.15633731257652], [0.15606689933568502, 47.157066374924476], [0.15692757872599902, 47.15702446402941], [0.157332267471073, 47.157164132476666], [0.15759191384975202, 47.15762455121031], [0.157757749424059, 47.158461031803306], [0.15772450687827702, 47.15896560518241], [0.157997966756591, 47.15953987167661], [0.158412643577924, 47.15984103718971], [0.158817272812789, 47.159957275541935], [0.159888683264916, 47.15965205552805], [0.16020536496079602, 47.15963280138816], [0.16065115104077501, 47.16042119263504], [0.160711648924408, 47.16040105610842], [0.16134742825540901, 47.16111843239005], [0.1584350243845, 47.162294661730606], [0.1578673771298, 47.1624888233167], [0.15716713241427, 47.16261756477222], [0.15849140562486602, 47.16467975173881], [0.15763062313735401, 47.16489644360866], [0.15700876297105, 47.16709190646147], [0.161575385079395, 47.16518694855785], [0.16226934335158202, 47.16800927197185], [0.16465204438956202, 47.1719531064944], [0.16739287395273802, 47.17585159010958], [0.168568990568637, 47.1752939029729], [0.171057582140344, 47.17437280985692], [0.173779357408746, 47.17404111721792], [0.177876210189055, 47.173964507338596], [0.183901231711251, 47.17334461791317], [0.18999763072279802, 47.17292343840676], [0.18888057500056601, 47.172026988391416], [0.18893013572279602, 47.17130570541703], [0.18951117229302303, 47.17037391650501], [0.189331288466451, 47.169568686880616], [0.189313148444255, 47.168954762868815], [0.18992601220656102, 47.16807058931683], [0.19004548023262602, 47.16765459140782], [0.19039985037328702, 47.16739473921162], [0.19060671366037402, 47.16697455633254], [0.19084464967439801, 47.16643981760118], [0.192433687640632, 47.16398390391194], [0.192426407431516, 47.163642302344556], [0.192795735520218, 47.162360332906964], [0.193199773526806, 47.1600576308359], [0.19388220111495, 47.15781032396133], [0.19383850052568602, 47.15728046002204], [0.195350608697264, 47.15723153852443], [0.19570059367269302, 47.1571301161577], [0.196543933246309, 47.1566848076804], [0.19722477432142302, 47.15667157261283], [0.197342187203528, 47.156115884630736], [0.19709055522724503, 47.15536838325756], [0.19740512872405502, 47.15442469652646], [0.19713139475742902, 47.15425410972554], [0.197023227213409, 47.154048796228736], [0.19720250721350602, 47.15372522652391], [0.197187153985268, 47.15247266055846], [0.19736866807674402, 47.152080679372425], [0.197337601558978, 47.151840298265036], [0.19536122554964103, 47.15213473423726], [0.195334460102549, 47.15138096628551], [0.19623880002995803, 47.15075156268338], [0.19582146391601102, 47.15037209579945], [0.19570218231907602, 47.15012687322558], [0.19556054866357503, 47.147673998922386], [0.19496946963313103, 47.147208337654796], [0.194604622417197, 47.146202236638416], [0.194515911325488, 47.14534516686481], [0.194319388014305, 47.145214280119205], [0.19373607619923802, 47.14416954449374], [0.19371622502809802, 47.14406906710762], [0.19418698386035102, 47.1438021190622], [0.193534348929594, 47.143910607349724], [0.193273117361402, 47.143754726295754]]]}";COMMUNE_0000000009746616;Cinais;CINAIS;37076;Commune simple;423;1;INDRE-ET-LOIRE;37;CENTRE-VAL DE LOIRE;24;200043081;CC Chinon, Vienne et Loire
47.4495212015,0.326884225109;"{""type"": ""Polygon"", ""coordinates"": [[[0.33000494027765603, 47.41425415062268], [0.32946193899015, 47.41612326506222], [0.328736134289901, 47.41990128302557], [0.32866389113861905, 47.42254770503168], [0.327845132944003, 47.42310444858749], [0.32627092614975, 47.42539479775885], [0.32887046548345805, 47.4259904468004], [0.32908562707516, 47.42790398272478], [0.32885158438870304, 47.42884434847464], [0.327763601320671, 47.431283686762654], [0.327444312172388, 47.43273459127025], [0.32721174997885205, 47.4332984927502], [0.32327353246771, 47.43286837414081], [0.32199829381070605, 47.43439994591363], [0.32177254642858905, 47.43538372295376], [0.31972435483452505, 47.43532844456336], [0.31894807359898, 47.43524300358468], [0.31905491424686705, 47.437749426943334], [0.316014313867208, 47.43778650178627], [0.315998063606846, 47.43938217748005], [0.30953263006632303, 47.439780469287335], [0.30944928402160404, 47.44231133071876], [0.307095712077794, 47.44227759632839], [0.307069642593285, 47.444987220733374], [0.303994016388057, 47.44523664818691], [0.30387072947807303, 47.44581294645462], [0.302798111253189, 47.44789123915994], [0.30146792599036304, 47.448070262790544], [0.300329327974242, 47.449189551852506], [0.301212138164942, 47.452960571422366], [0.29846858743390403, 47.45359315857556], [0.29834906872632505, 47.45333007975976], [0.293880299990028, 47.45430709752834], [0.293632543682098, 47.453849180547145], [0.291728969673107, 47.454648859303376], [0.29218283191583705, 47.45588888735289], [0.29081109567677504, 47.4562019334398], [0.290138146995972, 47.45627363442304], [0.29012397012503904, 47.45731452310967], [0.29077277530996104, 47.45858611561038], [0.289504769386545, 47.45920960435237], [0.289024013706765, 47.459628945183084], [0.289795515717337, 47.46010357187208], [0.28991396566883504, 47.46062333583363], [0.28990227710687705, 47.46093290677816], [0.28968311273884, 47.461326816374374], [0.28975729254812105, 47.46146184832299], [0.29021016481313805, 47.46169847031939], [0.291041841533272, 47.46266447216112], [0.291578397654604, 47.463084978432036], [0.29302030340624, 47.4634625912518], [0.29259205679931605, 47.46457670968066], [0.29265700027204905, 47.464684503342724], [0.29412242647171405, 47.464913131376484], [0.294070035927928, 47.46518752865556], [0.2954773756363, 47.46525176158337], [0.29543277426785, 47.46468868670036], [0.29716402714800605, 47.46472980156917], [0.29710497357458904, 47.46500494585196], [0.29827007544399703, 47.46505271132105], [0.29988052928353104, 47.465671933595715], [0.30365642424751704, 47.46689074015802], [0.30613105205976704, 47.46723265688809], [0.30742352417227103, 47.467521961765215], [0.30804776508484705, 47.4678399344981], [0.309937444844578, 47.46853662422997], [0.31173112109446305, 47.4699291031584], [0.31352484746056, 47.470978388459756], [0.314504975542991, 47.47122077225481], [0.316324046894224, 47.47142214455655], [0.31685997922061504, 47.4715957221036], [0.31825361614055103, 47.47265282129913], [0.32105239297739, 47.474354713509165], [0.323256368870938, 47.47517639772057], [0.32699888558759, 47.476155865825156], [0.32799550714118203, 47.47620396254507], [0.33698895941379103, 47.4757047872285], [0.338790514767759, 47.47546136612209], [0.34202461512087, 47.47475345653546], [0.34910584380729903, 47.470154823241685], [0.34920545121998403, 47.46929694204765], [0.34986784294822704, 47.46681083417794], [0.348917408542238, 47.46500223933733], [0.348729177130151, 47.46480700743027], [0.34903948731801704, 47.464468213148045], [0.34917378621593603, 47.463767838797004], [0.34906315605396104, 47.46289075629085], [0.348577885122064, 47.46166738317613], [0.34868973534809, 47.46045490859956], [0.34848459807054505, 47.45883170538159], [0.34829570869423204, 47.455003991045636], [0.348342962713074, 47.454344864444145], [0.34664989306960603, 47.45048555536798], [0.347151909823874, 47.449090124699154], [0.34668219655201604, 47.44902987732518], [0.34641695658244404, 47.449184151781466], [0.34570309232463, 47.449066993194094], [0.34525147921818605, 47.44907020118685], [0.34445741322233, 47.448776471119714], [0.34376922444656804, 47.448891363918506], [0.34357784188918, 47.448787919051114], [0.343210189550469, 47.44878492954922], [0.342860559141128, 47.44863283567625], [0.34250835885992403, 47.448586062901896], [0.342564691938657, 47.44838739593458], [0.34241632177900205, 47.44830024309406], [0.34204143374476, 47.448362835058504], [0.34162251952196404, 47.44867030887739], [0.341067581169674, 47.4487756202457], [0.340583087862662, 47.44842498743246], [0.34025516630420405, 47.44837065641017], [0.34014622853359705, 47.448131284193956], [0.34000939726231105, 47.448052498165254], [0.336936435718503, 47.447207613356234], [0.337218541359589, 47.4464475787326], [0.337749328422075, 47.44565270226409], [0.33822205813781303, 47.444235916647855], [0.33866732220509904, 47.443504830203885], [0.338789811021998, 47.44304377393417], [0.339653356856079, 47.442417723929125], [0.34071533190211, 47.442099737520465], [0.34176632729682704, 47.44144102826275], [0.342154843716777, 47.44134362233027], [0.342962835422885, 47.44138099210494], [0.34310403912220705, 47.44024754043194], [0.34558886819390305, 47.43846143898502], [0.346015340178561, 47.43781186032433], [0.346191926678774, 47.43665939664447], [0.34475419154942305, 47.436821140886344], [0.345567137483343, 47.43415922249212], [0.346765718184667, 47.434348690843656], [0.34758245998042303, 47.432465046648076], [0.34831178960318104, 47.43041547701318], [0.34817440256145404, 47.4286595885588], [0.349439527323325, 47.42771657185304], [0.34905054259127705, 47.42699435466585], [0.347847001982907, 47.426666985708884], [0.34769449406995, 47.426557225746905], [0.34647471453906104, 47.424843295521114], [0.34748788028257604, 47.424162959597226], [0.347522468217128, 47.423973700798], [0.347695741086581, 47.423851554343116], [0.348065960524753, 47.42374560750671], [0.350186028957278, 47.42241946155596], [0.35021107855202205, 47.42218134697285], [0.35063831774166904, 47.42145881162628], [0.351198711035681, 47.420914943856516], [0.351276850896139, 47.420730278715915], [0.35084118300855105, 47.4202817148777], [0.351117148461423, 47.41982684240274], [0.35085019210738305, 47.41950911952178], [0.35100733226450703, 47.419202858070555], [0.35104282280828303, 47.418511928619886], [0.350925810002841, 47.41840928550961], [0.35071172905704, 47.41841791930498], [0.350624221335322, 47.41796017120847], [0.349842263650504, 47.41713532592646], [0.34967766169156805, 47.41643893515071], [0.349444174347252, 47.41600848229358], [0.349224555444261, 47.41379585428036], [0.34915746778426404, 47.41373037504444], [0.34895776243257304, 47.413743836433355], [0.34880324727795503, 47.41354125829669], [0.34839310784069805, 47.413436432136805], [0.34783341573817805, 47.41310932260754], [0.347777423852834, 47.413034187823655], [0.34788227155108903, 47.41279248840602], [0.34692241957136, 47.41296334335424], [0.34688852760430805, 47.41340661725441], [0.34305560140586705, 47.41419819132465], [0.338671533727434, 47.41339358657851], [0.33731331226486605, 47.41362279825209], [0.336235246126438, 47.4136881784136], [0.33402572606499503, 47.414171663534155], [0.33000494027765603, 47.41425415062268]]]}";COMMUNE_0000000009745178;Savigné-sur-Lathan;SAVIGNE-SUR-LATHAN;37241;Commune simple;1362;1;INDRE-ET-LOIRE;37;CENTRE-VAL DE LOIRE;24;200072981;CC Touraine Ouest Val de Loire
48.4015810598,1.66230597947;"{""type"": ""Polygon"", ""coordinates"": [[[1.620489894968703, 48.394621658078854], [1.625460079865127, 48.401207427239065], [1.629969484734443, 48.40913460511728], [1.640594295078414, 48.40764085348347], [1.641655467297864, 48.41008784020925], [1.642268735230875, 48.411198901399466], [1.6432346742102, 48.412209618169165], [1.6454372972035491, 48.41400917104896], [1.6473067822516012, 48.41583907161534], [1.649678068072849, 48.42118649146228], [1.661761062840364, 48.41834516433474], [1.660844843397119, 48.419502734843775], [1.661020884719266, 48.41959649947701], [1.6647814100273912, 48.42390742225362], [1.665954193610184, 48.42600898887102], [1.668347817108038, 48.42533945890792], [1.6701567944782991, 48.42763077252218], [1.6722060724022931, 48.426518217016614], [1.672393760084676, 48.42700889266989], [1.6723915187482001, 48.428274843071115], [1.6794755396365382, 48.425811160814895], [1.68601696753989, 48.422313511922255], [1.688221151417869, 48.4239628909579], [1.6905141544505522, 48.4254170566055], [1.696188687627451, 48.42228448497508], [1.695104207037971, 48.42120903306028], [1.694172421810789, 48.42008306426838], [1.69335408144068, 48.41885396302939], [1.692450560470315, 48.41708405201853], [1.691170698479403, 48.41490597998242], [1.6894348952027851, 48.41340128310787], [1.6884161359500212, 48.4120880445816], [1.687909565828551, 48.41094062368835], [1.6868475460695511, 48.40752140520827], [1.691754189902301, 48.40612519126755], [1.68967476244551, 48.40139367081189], [1.6915885805501132, 48.40094241810724], [1.689715995185463, 48.39957656147509], [1.6856546113864121, 48.39702030478646], [1.687167752759211, 48.39383382205631], [1.683346573262437, 48.39206654683515], [1.680314910185119, 48.390826215808815], [1.679802128593895, 48.39047948473991], [1.678548499099895, 48.38907803465259], [1.682694612982646, 48.3877285996828], [1.681895247935756, 48.386096483082554], [1.6818763003284052, 48.38599009646725], [1.682335832834576, 48.385926821081824], [1.681938054916708, 48.385089187306534], [1.68181386920054, 48.38373811076647], [1.681806868277207, 48.38116101035972], [1.683042570087931, 48.38144018761459], [1.682571851472361, 48.37742184725294], [1.682400468072186, 48.37703842607426], [1.6812021590303532, 48.37559531139466], [1.681680599894483, 48.375420673882196], [1.6802766912775722, 48.37334629673188], [1.6746909517878472, 48.37532381921166], [1.672377783768185, 48.37594938719954], [1.661783209373092, 48.37941145502883], [1.661558391071954, 48.37954118762051], [1.656982960504696, 48.380938115044664], [1.6566472329569342, 48.381072880230384], [1.6555643352599052, 48.38179664151748], [1.654530235648663, 48.382301394708946], [1.650612730731535, 48.383573273519865], [1.642963737797948, 48.38621505426724], [1.6388720726225792, 48.3875124478574], [1.623429584594609, 48.392983095785056], [1.620489894968703, 48.394621658078854]]]}";COMMUNE_0000000009739754;Francourville;FRANCOURVILLE;28160;Commune simple;832;1;EURE-ET-LOIR;28;CENTRE-VAL DE LOIRE;24;200033181;CA Chartres Métropole
46.5533474911,2.4392475513;"{""type"": ""Polygon"", ""coordinates"": [[[2.49330518862743, 46.54102091985178], [2.492816752609752, 46.54092150617034], [2.492297501809936, 46.539367707360675], [2.491937570308473, 46.53878351071679], [2.490372503974019, 46.537858079248416], [2.482992365882435, 46.53287422282049], [2.482850770007235, 46.532670978499375], [2.48233947350524, 46.532515587419354], [2.472609996587437, 46.52778333128445], [2.470838696853053, 46.526665778185404], [2.470137628621459, 46.526044813585536], [2.46874557851956, 46.526048262745995], [2.464469316056702, 46.52522690937048], [2.461809545153111, 46.52506585029637], [2.459311104552365, 46.52521345165945], [2.457536126405356, 46.52515642345952], [2.457533993077613, 46.52419111245374], [2.45434945718234, 46.523809476759745], [2.453908919532702, 46.522727713765164], [2.453628143060646, 46.5227578894214], [2.452742033245614, 46.52253123811068], [2.451345597951227, 46.522330948356334], [2.449778012130179, 46.52176963107924], [2.449774184837396, 46.52111497216161], [2.450077390584437, 46.52054193134095], [2.449829620104265, 46.5206632036317], [2.449316465377443, 46.52071206108791], [2.448134304911193, 46.52048394813869], [2.44761565844607, 46.52068855255217], [2.44661829909563, 46.52024700458534], [2.446056140265314, 46.520111914684456], [2.44438128654795, 46.52023165821162], [2.443883012203146, 46.52035620297683], [2.442798954249261, 46.520870498153535], [2.442671676590034, 46.5210706826908], [2.442611000549653, 46.52190151988098], [2.442152183060915, 46.52250259744033], [2.442089928948705, 46.522722008222345], [2.441728037312497, 46.523029103450426], [2.441756479609888, 46.52369108675588], [2.441875394939103, 46.52405365538182], [2.441717412794276, 46.524957855369706], [2.441326038441857, 46.5249577456558], [2.440804112402117, 46.525093867733474], [2.439698327309475, 46.52567916450412], [2.438689246584241, 46.52561298593829], [2.438198857925003, 46.52572583872978], [2.437742241895992, 46.525726296838435], [2.436024063555838, 46.5256016788345], [2.435070295373036, 46.52586351166242], [2.4340941493510533, 46.52626930089789], [2.433181744429488, 46.52631521011657], [2.431683200302586, 46.5262708562592], [2.430775284726555, 46.52651126992705], [2.430053507716691, 46.52654189413186], [2.429449334250175, 46.526429925764816], [2.427151012512606, 46.525769201772626], [2.426207187440232, 46.52582570365367], [2.425359347439337, 46.525687278022914], [2.424627581515028, 46.52579976052956], [2.424021199847906, 46.52577509784697], [2.423395535354267, 46.525970049393514], [2.423100699397915, 46.525969463433206], [2.422035971583722, 46.52573897174478], [2.420733248064318, 46.525316365566525], [2.42044966826565, 46.52487099748024], [2.419618144238946, 46.52455071677985], [2.417943664169501, 46.523517473688194], [2.418033979978582, 46.52238964336917], [2.417060978197253, 46.52066568990453], [2.412027995933316, 46.520207704023505], [2.387963563342628, 46.518300339553875], [2.384068611831027, 46.5182929394212], [2.381297221615226, 46.523992391732115], [2.381160016795446, 46.52481648348734], [2.38115950648665, 46.52738913329986], [2.380824576975027, 46.52839044817445], [2.380403358811247, 46.52894736148295], [2.37962211078819, 46.52961217922295], [2.378890550765038, 46.53003683512844], [2.376499852575231, 46.531103498569195], [2.376053769123189, 46.53143334124061], [2.375632643749521, 46.53197583001314], [2.377274319700596, 46.532635818969645], [2.379247797269195, 46.533036447716604], [2.379449460162188, 46.53297270763797], [2.379920413616104, 46.532520522391664], [2.382848858475543, 46.532703843880235], [2.38274272521428, 46.53331919431002], [2.382091994764502, 46.53466819088483], [2.382417749408198, 46.534938290272], [2.384309239685669, 46.535792226034594], [2.384701480981234, 46.53664708248449], [2.385449577450504, 46.537883848013315], [2.385226355720641, 46.53800691393826], [2.384392206288792, 46.53803484620721], [2.383922633643344, 46.538133171716915], [2.383719449645776, 46.53833018124447], [2.381703861052211, 46.53909101174772], [2.380929350023981, 46.53961089843106], [2.380260092676649, 46.539709929442765], [2.380508472145062, 46.541278094189714], [2.381078560197385, 46.54186918652717], [2.381263161561619, 46.54227629715292], [2.381711028678388, 46.54259928544181], [2.382017178584386, 46.54310610317918], [2.382037491459717, 46.54338625921737], [2.3817916557511882, 46.54400445513891], [2.381197745986449, 46.54447399221277], [2.381880832611289, 46.544426357005506], [2.381976397629495, 46.54463037944353], [2.383426618567049, 46.54587274663729], [2.385581542603497, 46.54701082397799], [2.386838399519587, 46.54747230187731], [2.38981321745207, 46.54824999824192], [2.391232508197092, 46.548430446593365], [2.392462220910887, 46.54840726560812], [2.392933905624377, 46.548477303711074], [2.395508390839193, 46.54923561807948], [2.394885359205865, 46.55045246027481], [2.394558557721075, 46.55049755633003], [2.394036674737158, 46.55036242556969], [2.393841700560002, 46.55040731699594], [2.393386596918146, 46.55130807547014], [2.3928936214324112, 46.55279483589793], [2.3943667535882263, 46.5529575207661], [2.395689644776077, 46.55289787841619], [2.39734304316239, 46.552930908743114], [2.398952283287691, 46.553180695949166], [2.400527787023083, 46.55317635198226], [2.400834352588441, 46.552954641329286], [2.401865073521637, 46.55323197346139], [2.402159004730238, 46.55416099019143], [2.40253659328495, 46.55460419056624], [2.402601611107108, 46.55486476484911], [2.401897747223087, 46.55596235994347], [2.401979148788419, 46.55627614766166], [2.402381472990936, 46.5568455428463], [2.402333346779813, 46.55694884521921], [2.401780500771987, 46.55724851401688], [2.401802522361743, 46.55857141422105], [2.402068227247181, 46.55922023764267], [2.402329314110057, 46.559219800193496], [2.402524913251944, 46.55971517715349], [2.402787360888487, 46.56101952081469], [2.403112913313216, 46.560974394545966], [2.403895575202921, 46.56043369104263], [2.405789239971454, 46.56227688410698], [2.406857402890406, 46.563689850542296], [2.4071333694406762, 46.56484297458914], [2.407076590582373, 46.565141634825146], [2.407777185055076, 46.56566663016903], [2.40895941236584, 46.566324675927575], [2.409887819015064, 46.56655278027943], [2.410795618806604, 46.5676001932734], [2.410949949136271, 46.56866173384817], [2.409387494237047, 46.570551861951394], [2.4088663739080842, 46.571047128953126], [2.408112632181256, 46.571440339372884], [2.408677549133194, 46.573285606282376], [2.409542110076075, 46.57327115822049], [2.410042406273012, 46.57409676023907], [2.410051119025498, 46.5747388351454], [2.410915890506327, 46.575551902863324], [2.410232634351583, 46.57763115540534], [2.408789270031178, 46.57850976735001], [2.408429060127207, 46.578610559750956], [2.407798710781805, 46.578574884957966], [2.407042946811639, 46.57782449061359], [2.40670656697932, 46.57801544725003], [2.407048320238776, 46.57877000399713], [2.40843744578774, 46.579641632260206], [2.408427629045603, 46.58018456015612], [2.408022479400492, 46.58093435220907], [2.408368946224433, 46.5812585080387], [2.408778514061145, 46.581424507303716], [2.4085769312187812, 46.58170801231776], [2.411364458642379, 46.582494970342005], [2.415014868254417, 46.58405346352969], [2.416354780049219, 46.58430162342724], [2.418009144627589, 46.58433435503517], [2.419891361096528, 46.58455551285967], [2.423208120989462, 46.58559068562678], [2.426837093088975, 46.58712797975184], [2.429323858462161, 46.58862345354164], [2.426691900764113, 46.59024914425033], [2.423319477157826, 46.59270937601954], [2.424444892686929, 46.593254411178336], [2.425273650083767, 46.59381505570685], [2.427303228253234, 46.59471397314588], [2.429165760077161, 46.595853344405214], [2.429197178541965, 46.59671884052896], [2.429341246812838, 46.5971814929084], [2.429450550738045, 46.597346821043516], [2.4298847644077, 46.59754708349147], [2.429901939142768, 46.5976534229057], [2.4294908448069013, 46.59823847426207], [2.429263673393696, 46.598848752949436], [2.431174126860375, 46.60017022067128], [2.431424505485948, 46.60046321153644], [2.431658820310156, 46.59991779715971], [2.433963118973682, 46.59704414312628], [2.435675738683123, 46.59389018797601], [2.436849724442561, 46.59265873749592], [2.437191801401444, 46.59216786861212], [2.437747665784602, 46.590832518649705], [2.439697698022504, 46.5908393731732], [2.441799432893195, 46.59057319488167], [2.445042989112698, 46.589896504972465], [2.447188892585697, 46.589776316094415], [2.447757747281409, 46.58958005927755], [2.449271508683283, 46.58855182241784], [2.449948138889318, 46.58828673776071], [2.450911344807745, 46.588096860869264], [2.455253349598672, 46.58830398955313], [2.455966529304081, 46.58842984151402], [2.459278349487843, 46.58847614040339], [2.4603685183931012, 46.58838763457057], [2.460917885690761, 46.588042645524446], [2.461489985176851, 46.58790756706134], [2.463911284796728, 46.58739666148599], [2.465555469509891, 46.587147715720775], [2.472402034372519, 46.58565138664451], [2.4735023733235, 46.58531337670099], [2.474706379396737, 46.584787636497], [2.478514656340156, 46.58288526908614], [2.479720216998269, 46.582459434070074], [2.481229980084491, 46.58204036758545], [2.482183234397117, 46.58163767582877], [2.484589125202068, 46.58049684636082], [2.4869019289361063, 46.57952303428323], [2.488324466354583, 46.578366010415365], [2.490493526971612, 46.577665222308994], [2.490461750178252, 46.57757233395601], [2.4898827978676, 46.57762198275116], [2.489261196056364, 46.57748504401136], [2.488855322624418, 46.57648552759593], [2.488764911832544, 46.57526680654784], [2.490016831993641, 46.573349914539754], [2.489514919489745, 46.572429211993814], [2.489192619504638, 46.571571439997456], [2.489092891765752, 46.57009334478745], [2.488125685907122, 46.567562340682336], [2.488057710879541, 46.56743237081889], [2.488303066110622, 46.56688688974782], [2.488861596972437, 46.56607987302635], [2.489675005643273, 46.564542817936356], [2.489631640546397, 46.56443366917334], [2.489366438937779, 46.564313626084825], [2.48933813550592, 46.56412980634251], [2.48744878301593, 46.541685492918134], [2.487513994767782, 46.54155071565198], [2.4897955069003532, 46.54136731125178], [2.49168503947133, 46.541094776090816], [2.49330518862743, 46.54102091985178]]]}";COMMUNE_0000000009748961;Vesdun;VESDUN;18278;Commune simple;575;2;CHER;18;CENTRE-VAL DE LOIRE;24;200049484;CC Berry Grand Sud
